,tweet,% Negative,% Neutral,% Positive,overall rating
4144,i was referring to their factories although their cars have the nd worst reliability in the industry and at least one fatal accident related to faulty control arm design and many incidents with “autopilot” and “full self driving”,27.700000000000003,72.3,0.0,Negative
4145,"how digital twins help us understand tomorrow's tech and infrastructure they are useful in a variety of domains, including supply chains, health care, buildings, bridges, self-driving cars and retail customer personas to improve efficiency and reliability.",0.0,68.60000000000001,31.4,Positive
4146,"elon musk has lied and lied about product reliability, releases and self driving capability. he is not to be trusted. fuck that guy. you only get to be and stay a billionaire screwing over people.",30.5,69.5,0.0,Negative
4147,"brand recognition is not tesla’s issue, that is all this thing does. real pr team is about guiding long term narrative about safety, reliability, and especially self driving.",0.0,90.60000000000001,9.4,Positive
4148,"tesla is rated bottom of the industry in initial quality and long term reliability. being safe in crashes is negated by the fact that their buggy various falsely advertised ""autopilot/self driving"" features keep *causing* crashes.",0.0,92.10000000000001,7.9,Positive
4149,i don't think you can hit the reliability needed for self driving with pure end-end nns. it needs to make &lt; serious error per ^ ticks.,14.299999999999999,85.7,0.0,Negative
4150,"“hey let’s not talk about anything you said. hey, they made millions of cars” his cars have poor reliability track record and his claim about full self driving cars has gotten people killed.",19.7,80.30000000000001,0.0,Negative
4151,tesla are the cutting edge the problem with the cutting edge is it tends to be unreliable &amp; break more often. all the other car makers are putting effort into reliability. not a swanky self driving ability. they will put that in when the tech has proven itself accurate &amp; reliable,10.4,85.5,4.2,Negative
4152,"yea, ok.. no windows? we dont trust our cars reliability now, but you propose a self driving car with no windows..",25.8,74.2,0.0,Negative
4153,"range, towing, off roading, reliability, durability, options, -, handling, efficiency, saftey, retaining value over time, cost. payload, self driving, over the air updates, software, overall functionality, storage, can’t rust, and bullet proff glass how’s that.",0.0,87.1,12.9,Positive
4154,it depends on what reliability you want to achieve. this guy is responsible for self-driving cars and sending complex machines into space. it's hard to believe he would rely on a sample that small.,3.9,86.1,10.0,Positive
4155,"putting aside that the company is run by an egomaniacal asshat, they are mediocre to shitty cars at or near the bottom of the last jd powers reliability surveys and are using ineffective &amp; outdated tech for their self driving function because boss man says so. buyer beware",10.0,90.0,0.0,Negative
4156,...or if you had dial up and someone somewhere else in the house picked up the phone during your download 😂 it's true -- reliability is way up; but sometimes a broken toaster is more mysterious &amp; frustrating than a broken self-driving car. price of progress. beta vs gold master,20.3,68.10000000000001,11.600000000000001,Negative
4157,"but fr he shall learn driving. it's important for every person to be independent and even though he can afford a million drivers, that self reliability factor is important especially in emergencies",0.0,87.2,12.8,Positive
4158,random thought. has tesla ever considered just building the skateboard for other carmakers? that really is what’s best about a tesla. perhaps eventually self driving but it has a lot to prove. tesla’s reliability issues are rarely related to the motor/battery.,0.0,93.60000000000001,6.4,Positive
4159,improving self-driving car reliability with electromagnetic wave absorption and...,0.0,74.1,25.900000000000002,Positive
4160,"prediction for fun: tesla will get into making custom tires that can't go flat and somewhat indestructible. when full self driving is complete, tires as they are today will be a weak link in the reliability &amp; safety of a fully autonomous robotaxi network.",5.800000000000001,79.5,14.7,Positive
4161,"i really expected the big to license tesla battery technology or the self driving feature. now i think they'll ignore tesla altogether, same with toyota &amp; honda. safety &amp; reliability are most important when you produce millions of cars.",5.800000000000001,83.0,11.3,Positive
4162,me: this stick figure graphic is even less accurate and capable of portraying factual data than the self-driving ability and reliability of one your cars... the musk techbro cryptoclown army:,0.0,85.8,14.2,Positive
4163,"that he's a hair's breadth from scam artist, at best more pt barnum than tesla or edison. the ridiculous promises for self driving, tesla's reliability, their profitability on tax credits (while denying their importance), the world hunger promise.",19.3,51.1,29.599999999999998,Positive
4164,enhancing the reliability and safety of emerging self-driving vehicles. collaborating with and,0.0,79.7,20.3,Positive
4165,"tesla runs fsd but with the driver present. kinda strange to have a car running by itself with no driver, when self driving is really still in the early stages of proving reliability. thats all.",12.1,87.9,0.0,Negative
4166,"ml plays better chess, folds proteins, does industrial design, logistics, home automation, self driving cars ... systems are getting more complex with time, provided you have some measure of acceptable reliability. it's already making memes.",0.0,81.6,18.4,Positive
4167,so does progress in gpt/dall-e style generative models with unclear success criterion translate to stuff like perception and deep reinforcement learning for stuff like self-driving cars where you need super high reliability?,4.6,59.5,35.9,Positive
4168,"/ it can’t even learn the most basic principles of driving. facts, evidence, and logic would conclude that full self-driving will never even be close to the reliability required for fully autonomous car software.""",0.0,100.0,0.0,Neutral
4169,"i don’t think public transportation advocates realize how transformative self-driving technology will be for the availability, reliability, and affordability of said public transportation.",0.0,100.0,0.0,Neutral
4170,"don’t forget the reliability issues with teslas, the interior, and the self-driving being glitchy",12.8,87.2,0.0,Negative
4171,improving self-driving car reliability with electromagnetic wave absorption and shielding technology! – -,0.0,79.5,20.5,Positive
4172,"based on the reliability described, self driving is not far off. not becoz it's something novel and interesting. it's makes way more economic sense for a corporate to run self driving fleets. trucking might be disrupted first after years of truckers protest.",4.3,84.8,10.9,Positive
4173,improving self-driving car reliability with wave absorption and shielding technology!,0.0,74.4,25.6,Positive
4174,improving self-driving car reliability with e | eurekalert!,0.0,69.39999999999999,30.599999999999998,Positive
4175,"even if the tech gets where it needs to, litigation and legalization are going to crawl toward adoption. and even then self-driving needs a long period of proven reliability before the cultural adoption. every death will be a headline for like a decade",11.799999999999999,83.0,5.2,Negative
4176,improving self-driving car reliability with electromagnetic wave absorption and shielding technology!,0.0,76.4,23.599999999999998,Positive
4177,"i don't know that tesla will achieve high reliability universal self driving either, tbh, but at least their approach makes more sense. teach the car to drive by genuinely understanding the road environment.",0.0,100.0,0.0,Neutral
4178,"full self driving is just the name and people use that as an excuse to say it's a scam because it's not l, i literally just want autopilot combined with noa and the ability to have it take turns which is basically what it does right now it just needs to get its reliability up.",6.2,85.6,8.200000000000001,Negative
4179,"overpriced but probably god tier reliability. when i made self driving robots for farms, a surprising challenge was sourcing long-run, high speed usb cables. usb protocol has no error correction. it took us almost a dozen tries before finding cables/hubs up to spec.",0.0,80.2,19.8,Positive
4180,clearly musk has never taken the subway lol. already i’m having minor issues with the tech in my car. i can only imagine how well built self-driving cars will have to be in order to be safe on the road. and being ranked th out of for tesla reliability isn’t that promising,0.0,78.10000000000001,21.9,Positive
4181,"* = debate over whether fsd beta is self-driving. i argue it is b/c it makes all driving decisions within its od; the driver supervises the agent instead of the agent assisting the driver. however, low reliability today forces very close supervision. many interventions.",9.700000000000001,90.3,0.0,Negative
4182,"company: morai raises: $,, round: b about: automotive simulation tools to verify the safety and reliability of self-driving systems",0.0,86.5,13.5,Positive
4183,applying adversarial networks to increase the data efficiency and reliability of self-driving cars by aakash kumar,12.3,64.0,23.599999999999998,Positive
4184,applying adversarial networks to increase the data efficiency and reliability of self-driving cars,14.499999999999998,57.8,27.700000000000003,Positive
4185,applying adversarial networks to increase the data efficiency and reliability of self-driving cars. (arxiv:.v,13.700000000000001,60.099999999999994,26.200000000000003,Positive
4186,applying adversarial networks to increase the data efficiency and reliability of self-driving cars. (arxiv:.…,13.700000000000001,60.099999999999994,26.200000000000003,Positive
4187,"not being able to find parts or get repairs or expensive repairs, missing seals, and hardware/electrical issues all impact reliability. this combined with the fact that their hallmark “self-driving” tech has a history of failure, makes them not great.",19.6,80.4,0.0,Negative
4188,"morai inc., which provides autonomous vehicle developers with automotive simulation tools to verify the safety and reliability of self-driving systems, has raised $. million ( billion krw) in a series b funding round as it",0.0,92.4,7.6,Positive
4189,) i like the silverado but would recommend waiting as well “gm reliability” and “gm service. )ford lightning but ford reliability. so. ) so polestar because volvo has the best safety features next to tesla and best self driving lane keeping software other than tesla.,0.0,63.0,37.0,Positive
4190,"if he 'succeeds' at commercializing 'self-driving' at the atrociously bad reliability levels he's currently selling it at, it is entirely possible for him to be personally responsible for millions of deaths",9.5,75.7,14.899999999999999,Positive
4191,"i wish people would stop and think about what they are doing. businesspeople will of course move to a low stress, high-reliability option like self-driving semis to get loads there without the human error. yes. proceed, truckers. proceed.",14.7,64.2,21.0,Positive
4192,"automotive simulation platform morai secures $.m series b to expand its global footprint. morai, which provides autonomous vehicle developers with automotive simulation tools to verify the safety and reliability of self-driving systems,...",0.0,79.7,20.3,Positive
4193,tesla doesn’t have any charging reliability issues unlike other electric cars that have to rely on electrify america chargers. i agree that tesla needs to improve quality. no issues with autopilot/self driving hardware.,5.8999999999999995,79.80000000000001,14.399999999999999,Positive
4194,i'd be extraordinarily happy if anyone were selling a self-driving system with a demonstrated reliability record significantly better than humans and scrupulous adherence to traffic laws but that doesn't exist yet,0.0,87.1,12.9,Positive
4195,"my issue is that ""equivalent to the human eye"" is not a real measurement that you can reasonably apply to any d photosensor, and also not at all related to sufficiency for fulfilling the data needs of realtime self-driving, let alone hardware reliability, fault-tolerance, etc.",4.3,95.7,0.0,Negative
4196,) i do not trust the reliability of electric cars. ) i absolutely do not trust the reliability of self driving cars. ) i do not believe it is “clean energy” ) i believe musk is hiding technology for personal benefit.,16.400000000000002,77.3,6.3,Negative
4197,"bull chit, terrible reliability and self driving that does not work. tesla will not be the leader by the end of . take it to the bank!",11.5,88.5,0.0,Negative
4198,"the current price is too high in my opinion, even though i agree the self driving software capabilities and reliability has improved substantially over last + years i have been using it. it does encourage pre-order to lock price before it goes up more.",0.0,82.19999999999999,17.8,Positive
4199,spirent debuts gnss reliability forecasting for uas and self-driving cars,0.0,100.0,0.0,Neutral
4200,"thanks for stopping by! here’s a deeper look at our approach to developing purpose-built self-driving hardware, including how those sensors work together for performance and reliability at scale:",5.2,84.39999999999999,10.4,Positive
4201,"as a person who has had the experience of having to practically do the macarena to get sink sensors to recognize my hands, i'm not optimistic about the reliability of oximeters. (don't even get me started on the self-driving cars)",4.8,95.19999999999999,0.0,Negative
4202,"my thoughts are it is more focused on passengers than the driver, unless the reliability and confidence is acceptable by the end user in the self driving cars to be dominating",5.800000000000001,71.6,22.5,Positive
4203,"""banks must go further than improving the reliability of apps at the login stage; driving accessibility through more self-service options will enhance the customer experience.""",0.0,89.60000000000001,10.4,Positive
4204,"$tsla has many issues besides reliability eg the self driving function. majority of potential car owners aren’t looking for self-driving /ev. latest survey said the most coveted new-vehicle features are safety, comfort &amp; convenience. see article:",0.0,86.5,13.5,Positive
4205,"you must have an wrong internet in the first place. not valid comparison imo. brightside sstarlink probably has much bigger coverage than any network; however, fast speed is a key for high-quality content, and low ultra latency is key for self-driving as well as reliability.",10.5,85.2,4.3,Negative
4206,"self-driving cars are nowhere near being invariably safer than humans, and for that and a variety of other reasons the human operator should always be able to exert control at any time. it's entirely possible to have ultra-high reliability systems for that with some effort.",0.0,94.0,6.0,Positive
4207,"yeah, that makes sense. i appreciate that. so, making self-driving automobiles that are at least as safe as human-driven automobiles a reality would require extraordinary outlay and may be too risky with internet reliability.",4.5,75.8,19.7,Positive
4208,the s are going to see: * slightly brighter screens on your rectangle * new treatments in the th year of the pandemic * % reliability for self-driving cars distinguishing pedestrians from the background i’m really excited.,0.0,87.5,12.5,Positive
4209,"i agree but also makes me wonder why people would trust tesla to develop full self driving when they have the nd lowest reliability of major manufacturers, and have buggy software",9.0,74.5,16.5,Positive
4210,"gurman’s reliability is second to none, but an entirely self-driving car launching in seems like a very remote possibility. who knows, maybe apple has had siri in intensive driving lessons?",0.0,89.9,10.100000000000001,Positive
4211,"still doubtful that rivian could become the next tesla. ev tech will soon be commoditized and big companies are catching up. software (self-driving &amp; ai) and car quality (build quality, reliability &amp; serviceability) will be the points of difference.",5.8999999999999995,94.1,0.0,Negative
4212,"they aren't the best cars. there are much better cars out there, as far as safety, luxury, reliability and features. teslas are just self driving golf carts that can go really fast into the back of another vehicle.",7.6,79.4,12.9,Positive
4213,"hey i built a mini a/c system for a trial and error iron man suit from leftover broken printer parts, i also believe i have a solution for increasing the safety and reliability of self-driving teslas!",14.099999999999998,74.1,11.799999999999999,Negative
4214,"i should have prefaced with ""going forward"", definitely for now these companies are better software companies but can't see self driving etc beat price, brand and reliability into future, but it's exciting to see competition. i think the big players will continue to catch up",0.0,83.8,16.2,Positive
4215,debuts reliability forecasting for uas &amp; self-driving cars: gnss foresight solution forecasts unreliable gnss reception barriers for safe navigation of drones &amp; reliability without constraints.,0.0,81.6,18.4,Positive
4216,debuts reliability forecasting for uas &amp; self-driving cars: gnss foresight solution forecasts unreliable gnss reception barriers for safe navigation of drones &amp; explore more on this solution.,0.0,74.6,25.4,Positive
4217,debuts gnss reliability forecasting for uas and self-driving cars: gnss foresight solution will forecast unreliable gnss reception barriers for safe navigation of drones and explore more here:,0.0,82.8,17.2,Positive
4218,in self-driving vehicles. the series includes ddr- sodimm modules of gb and gb in size and their varieties with ecc support. the increased thickness of the gilding on the contacts is attributed to the features that increase the reliability of the modules. the thickness,0.0,85.2,14.799999999999999,Positive
4219,"this month marks a year since safety experts euro ncap and thatcher research joined forces to create the ultimate assessment of self-driving cars’, scoring performance and reliability. find how some big names fared…",0.0,86.4,13.600000000000001,Positive
4220,i assume you understand neural nets more than anyone else i follow. my assumption has been that tesla's approach makes it easy to get to % reliability for self-driving. but basically impossible to get to the .% reliability they need. but how do you see it?,0.0,95.8,4.2,Positive
4221,"when did i say that?! i was talking about this one thing,self driving cars. i am actually against all the machines and robots that are replacing workers in every industry. we were talking about the reliability of autonomous driving.",0.0,100.0,0.0,Neutral
4222,"my only point is that they have disappointing business practices and issues with reliability/fixing of their vehicles. as impressive as a self driving car is… those things seem more important to humans now. i mean, rivian is an incredible company 🤷‍♀️.",6.5,82.69999999999999,10.9,Positive
4223,"self driving trains are more reliable, safer and ultimately cheaper. you seal your own fate by this unwarranted action.",0.0,85.39999999999999,14.6,Positive
4224,"simple lifesaving technology such as median barriers has proved far more reliable than too-clever technology such as self-driving cars. keep it simple, stupid.",13.4,86.6,0.0,Negative
4225,"basically a city under . millions has difficult to support metro, unless has lot enough tourists. buses is not reliable when it to take more than min self driving from the downtown to the edge of the city without freeways during rush hours.",5.4,88.7,5.800000000000001,Positive
4226,i really love my tesla. i've had it for several years now &amp; it has been incredibly reliable w/ no issues except that it is a heavy car &amp; the tires wear down pretty fast w/ just easy driving i'll say though elon musk is making a self-imposed case for why we wouldn't buy another,3.8,79.60000000000001,16.5,Positive
4227,stop investing in self driving cars and just give us inexpensive high speed rail &amp; other reliable safe transit options. geez.,9.1,78.8,12.0,Positive
4228,"i’ve never thought full self driving was a fully developed and reliable technology. hell, i’m still coming to terms with adaptive cruise control. although my spouse says it will stop the car and wait for traffic to start moving. i chicken out at mph.",13.900000000000002,86.1,0.0,Negative
4229,"agree with the latter part, but unfortunately that's not the world we live in. the fact that so much infrastructure has been built around auto transit means that improving cars has to be part of the solution. trying to get self-driving cars to a reliable point would help.",5.3,74.1,20.599999999999998,Positive
4230,"it’s not a perfect example, self driving cars need to be close to % reliable, and ai art does not, but there are examples of new tech that make big leaps and then the development slows down. no clue if this will be one or not.",9.8,90.2,0.0,Negative
4231,"i have plenty of cash… i just don’t find electric cars reliable, and i don’t trust them with my life. same with the self driving ubers… technology doesn’t always equal good. no matter who sponsors it and how much it cost… if people don’t feel safe owning them, then that’s it.",1.9,82.19999999999999,15.9,Positive
4232,"fsd != autonomous vehicle wording since , in the link below: ""enabling full self-driving in almost all circumstances"". it will be as reliable as hwy ap, where most trips are with no intervention and may be limited in ult.",10.6,89.4,0.0,Negative
4233,"why automotive light can be efficient, reliable, long-life and responsive? that's due to the self-developed packaging technology of hgc, and can meet the safety functions of automotive headlights, rear lights, and interior ambient lights, and make driving safer and smarter.",0.0,71.6,28.4,Positive
4234,can't wait for my tes robot to drive me around in my new ice pickup that they were giving away for free . i will then have a reliable self driving auto.,0.0,84.0,16.0,Positive
4235,"uk government launches competition to boost self-driving vehicles “we know that self-driving vehicles have the potential to revolutionise the way we travel, making our future journeys cleaner, easier and more reliable.” 👉",0.0,81.6,18.4,Positive
4236,i appreciate the response and i love your vids. last question: i heard that at some point the self-driving tech changed from cameras to lasers or something and that the cameras were more reliable. it was anecdotal but is that something you’ve found or do you think it’s fine?,0.0,87.4,12.6,Positive
4237,"tesla charges full self driving, but after all these years, it’s still not reliable, so let’s work on that.",7.9,92.10000000000001,0.0,Negative
4238,"f- has been there from decades...cybertruck will be the first reliable ev with extensive charging network, next to none software capabilities, light years superior self driving capability not even comparable to any other..",0.0,90.10000000000001,9.9,Positive
4239,"reliable trolly sure or a self driving, electric, car share... the more options, the better :-)",0.0,54.6,45.4,Positive
4240,i want self driving cars. i want reliable public transportation. i want cities built for people not cars. i think we can have all .,0.0,84.89999999999999,15.1,Positive
4241,"i don’t want self driving cars because i don’t have a death wish and they will just help advance the surveillance state. also, the joys of cars is the freedom that comes with actually driving. but also, i also want high quality reliable public transit along with cars.",4.5,75.3,20.200000000000003,Positive
4242,i liked the mass transit where i lived in northern co. it was very reliable. self driving cars just seem like mass transit in smaller (too small) vehicles. there are a couple of northern european countries that have self driving mass transit. i want that.,0.0,86.4,13.600000000000001,Positive
4243,"imagine self driving cars that are on demand and cheaper than owning a car or catching a train. most people would ditch car ownership altogether, and use these services. less traffic, more convenient, more reliable. train lines can be used for on demand self driving cars instead",6.2,93.8,0.0,Negative
4244,although i also want reliable and super-human self driving cars for the kicks. i'd prefer the real transit if i can't have both,0.0,94.39999999999999,5.6000000000000005,Positive
4245,hate it. would like to have a chauffeur or a reliable self driving car,20.3,65.9,13.700000000000001,Negative
4246,"“we know that self-driving vehicles have the potential to revolutionise the way we travel, making our future journeys cleaner, easier and more reliable.” - uk transport minister trudy harrison 👉",0.0,87.3,12.7,Positive
4247,reliable! stable! give this guy the right to use us all as unwilling participants in his experiments. like self driving cars that lack what most consider important components (such as lidar). that’s not a tragedy waiting to happen.,5.0,71.5,23.599999999999998,Positive
4248,"it is. at least until we get reliable self driving vehicles. again though, roads can have all manner of risk. weather can increase risk. time of day can increase risk. volume of traffic can increase risk. its always on the drivers to manage that risk.",19.3,68.0,12.7,Negative
4249,"watched the video and it was great. their criticism is that it wasn’t calibrated for china’s road and driving experience. however, based on the video none of those systems are even close to reliable self driving and at least two almost had pretty serious accidents.",11.700000000000001,75.1,13.200000000000001,Positive
4250,"yah... full self driving cars is 𝙖𝙢𝙖𝙩𝙚𝙪𝙧 𝙨𝙩𝙪𝙛𝙛 𝙘𝙤𝙢𝙥𝙖𝙧𝙚𝙙 𝙩𝙤 𝙖𝙘𝙩𝙪𝙖𝙡𝙡𝙮 𝙢𝙚𝙨𝙨𝙞𝙣𝙜 𝙞𝙣𝙨𝙞𝙙𝙚 𝙩𝙝𝙚 𝙗𝙧𝙖𝙞𝙣. consider that tesla's fsd still has many, many years of heavy work before it's actually as reliable/trustworthy as musk's bs hype.",0.0,100.0,0.0,Neutral
4251,"musk committed to rolling out self-driving cars next year. processing music transaction would be a walk in the park for him. transaction costs, which have been flagged as a concern, can be reduced by simply moving to a low-cost, reliable, green blockchain.",0.0,95.1,4.9,Positive
4252,"let’s not go too far on that reliable bit with teslas. they are shockingly shoddy for their luxury price and the reason they won’t actually give you full self driving, after you pay $ k for it, is that even the semi-self driving function changes lanes unpredictably.",6.4,93.60000000000001,0.0,Negative
4253,"this is dumb: ""musk committed to rolling out self-driving cars next year. processing music transaction would be a walk in the park for him. transaction costs, which have been flagged as a concern, can be reduced by simply moving to a low-cost, reliable, green blockchain.""",6.800000000000001,88.8,4.3,Negative
4254,"we are so far from self driving busses. the tech is not remotely reliable enough to put it in a , pound vehicle with people onboard in the most congested urban driving. gods no. your other points are well made but the solution isn’t “tech”. it’s better priorities.",0.0,84.3,15.7,Positive
4255,i can't trust the current learning paradigms. non of them are reliable yet. ideally a robot car should be more reliable than a human but right now they aren't. there are fundamental problems that need to solved. more data won't solve self driving.,15.299999999999999,75.6,9.1,Negative
4256,reasons? are self driving more reliable today than a human driver? has a self driving car reliably driven a long distance journey?,0.0,100.0,0.0,Neutral
4257,maybe that's what it takes to build a reliable self-driving car. 🤔,0.0,100.0,0.0,Neutral
4258,actually i think once self-driving technology becomes more reliable that people shouldn't be allowed to drive themselves on public roads. how about that?,0.0,100.0,0.0,Neutral
4259,"odd time to drop this in my tl. bc i was tweeting about ""schools"" and ""children""? twitter algorithm as unerringly reliable as a self-driving car.",16.1,83.89999999999999,0.0,Negative
4260,"if only they could do it for cars! many incidents with tesla's self driving system where it hasn't recognised bikes, people and even trucks. it's not reliable yet, maybe one day they'll get there. while it may be a nice idea that would also vastly increase the cost of a bicycle.",0.0,90.10000000000001,9.9,Positive
4261,reliable self.driving cars are decades away,0.0,100.0,0.0,Neutral
4262,the self driving car thats reliable than tesla auto pilot 😂😂,13.900000000000002,58.4,27.700000000000003,Positive
4263,"aimed at ‘delivering convenience for consumers and making journeys safer, greener and more reliable’, the commercialising connected and automated mobility competition will provide grants to help roll out self-driving vehicles across the uk from :",0.0,81.2,18.8,Positive
4264,"humans also fail, regularly. its just probability, sensors exist that are much much more reliable than humans. there's no reason in the future self driving cars can't fail less than humans. autopilot on the highway is already safer than non-autopilot",12.0,76.0,11.899999999999999,Neutral
4265,"""self driving cars are here! thanks to g number of self driving cars and smart roads will plummet in the coming decade. ultra reliable low latency communication (urllc) in g will enable ultra safe and efficient cruising of cars.",4.3999999999999995,68.8,26.900000000000002,Positive
4266,"the most reliable way to have clear bike lanes is to design them so drivers can't drive on them; self-enforcing infrastructure. for quick fix, jersey barriers are cheap. long term, curb-grade cycle tracks. lots of other design fixes to discourage poor driving",12.4,82.1,5.5,Negative
4267,"there is no “go to sleep and arrive safely,” not in a car, or train, plane, bus. accidents happen. but self driving cars will become more reliable than human drivers in the future. the tech is nascent. give it time. some day, car accidents will be extremely rare.",12.1,87.9,0.0,Negative
4268,if it’s not % reliable it shouldn’t be sold. i’m sorry a self driving car killing multiple ppl is crazy,32.300000000000004,67.7,0.0,Negative
4269,teslas aren’t reliable in the slightest. look up how many batteries have exploded or caught fire or how they’ve lied about “full self driving” which led to hundreds of accidents or how they don’t do everything required of them in order to churn out more cars.,14.499999999999998,85.5,0.0,Negative
4270,the nhtsa might open an investigation to determine if autopilot was a factor but that does not mean they know that autopilot was on (hence the investigation part of it). autopilot is definitely far from being a reliable self-driving system but preassigning blame is wrong.,13.700000000000001,79.5,6.7,Negative
4271,"i want self driving cars too, but really want cities to not be built around cars but ""alternative,"" functional, and reliable mass transport and bike/pedestrian streets.",0.0,88.8,11.200000000000001,Positive
4272,"i call b.s. on you. they are driving there own stock down, it was reported this week they are amoung the least reliable cars and under self driving system is under investigation",0.0,100.0,0.0,Neutral
4273,"i don't understand the love. for one thing, self-driving electric cars, by themselves, really aren't the solution to countering car-based emissions and car-related deaths. reliable public transportation in metro areas and from suburbs to cities is what we need.",13.100000000000001,86.9,0.0,Negative
4274,"full self driving has been in ""beta"" since october . twelve years. they stripped out radar to save costs and rely on cameras only which is widely reported as less reliable. it costs $, and is literally killing owners. what needs to happen for this to be called a scam?",13.900000000000002,80.60000000000001,5.5,Negative
4275,it is the joy and excitement of driving or self driving the advanced car. a bit like people like to goto space by rocket even though the rocket is not reliable. people are willing pay high price to get the privilege experience instead of driving an ugly reliable car.,7.6,65.9,26.5,Positive
4276,"if a person is driving a bike or car has responsibility to drive safely to save self and the one who is walking. and see the speed of that bike, that small lane doesn't looks like highway to me. i hope u got my point...",4.0,78.2,17.7,Positive
4277,"will your mate take responsibility for trying to kill off the self employed and small businesses in gm with his tax on driving our vans ? thought not ,wind your neck in neville",12.8,87.2,0.0,Negative
4278,"saying tesla has even one self driving car on the road is incredibly misleading. if you are going to be talking about technology to an audience of your size, take some fucking responsibility for the words you are using. predictable misuse because of misleading wording is real.",11.200000000000001,88.8,0.0,Negative
4279,"yeah like there are currently so many issues with self driving vehicles and what degree of responsibility humans have for their behavior, legally it’s too messy for it to be applied widely, surely not in the next years",5.6000000000000005,74.2,20.200000000000003,Positive
4280,"yeah it makes zero sense. democrats working hard to not take responsibility economy= russia fault, deaths= company fault, like this some self driving tesla running ppl over, companies should make customers sign waivers to skate around dems trying to bankrupt them. problem solved.",23.9,63.800000000000004,12.4,Negative
4281,"so are you saying that regardless of how the autopilot operates, the company has no responsibility? should consumer protections exist for self driving cars?",10.0,90.0,0.0,Negative
4282,"what has isn't driving you forward in life, then do not give ؟? سےفے نمشے rid yourself and self-responsibility are critical to our future at",8.7,91.3,0.0,Negative
4283,"not how what works? they call it autopilot, not full self driving and make you go through a lengthy document and offer consent. people like you never take any responsibility for anything. this is exactly like any other cruise control system and you are in full control.",0.0,86.4,13.600000000000001,Positive
4284,"between a cyclist and a car. love how it’s the car and not a driver of a car, yet it’s a cyclist and not a bike. either a bike and car or cyclist and driver of a car. it removes the driver from the accident and puts the responsibility on the cyclist. unless it’s self driving car!",5.0,87.9,7.199999999999999,Positive
4285,"who or how a car is driven will be dictated by the insurance companies. regardless of the technologies strengths and weaknesses, if a human has overall responsibility then ‘automated’ driving is never going to work, especially if self drive and manual cars are expected to coexist",5.1,89.4,5.5,Positive
4286,i agree. back in the day they used movies to scare the crap out of teenagers about driving drunk or under the influence. is there any sense of self-responsibility and awareness left in this society? rt,19.2,74.9,5.8999999999999995,Negative
4287,"here at argo, we’re working with communities to build trust in self-driving vehicles. that's why we’re working with leaders in &amp; to turn insights into meaningful action. learn more from chief corporate responsibility officer, summer fowler:",0.0,85.9,14.099999999999998,Positive
4288,"despite biden’s feckless leadership &amp; fiscal irresponsibility russia/china hopes of destabilizing europe/driving americans into the sea-failing. now comes hard part-fiscal responsibility, lowering inflation, energy independence, strong nato, support ukraine self defense.",8.5,60.3,31.2,Positive
4289,"i contributed to a survey that looks similar to some of that data last wk. if it's the same one, the questions were a bit suspicious re what the creator was driving at. instilling youth w/ godly values, respect for authority, personal responsibility, &amp; self discipline is a start.",4.6,82.39999999999999,13.0,Positive
4290,"cybersecurity's visibility problem: if a self-driving car crashes, whose responsibility is it? rt",18.4,81.6,0.0,Negative
4291,even “self-driving” cars are someone’s responsibility,0.0,100.0,0.0,Neutral
4292,"also how they are going to make cars undriveable, so you need their ai assistant or ""self driving"" features. something that both the us and eu is in responsibility of, and releasing unsafe cars by the lack of any digital progress or standards as with ev cars. kind of sh*t.",4.3,90.4,5.3,Positive
4293,no in this contry it's a god given right to self defense so imho putting any restrictions is not okay. i get u need to pass a driving test to drive a car. but that's not a right. families should take responsibility,6.7,86.9,6.4,Neutral
4294,"well these things were told very before , it will be taken back , moreover he very often used to travel alone and was much fond of driving self , even som gangster goldy takin responsibility we don't know the whole truth. so lets see what the results will be , power to family",3.4000000000000004,84.3,12.3,Positive
4295,"rt cybersecurity's visibility problem: if a self-driving car crashes, whose responsibility is it?",18.4,81.6,0.0,Negative
4296,"""fake it until u make it"" kills people. for people who relied on holmes' medical tests and for people who relied on your claims your cars were ""self driving"". maybe that explains why calls you people out. with power/wealth comes responsibility- which is often missing.",17.299999999999997,82.69999999999999,0.0,Negative
4297,and sexual consent driving military service civil unions gender surgeries or blockers or drag credit cards renting cars signing contracts self responsibility legal age of adult,6.4,73.6,20.1,Positive
4298,the problem is that no one is willing to make the hard choice and declare one unified legal age of adult. voting military service alcohol firearms driving sexual consent gender decisions signing binding contracts self responsibility rent a car credit card civil union,12.4,70.7,16.900000000000002,Positive
4299,"driving assistance isn't autonomy. driving assistance is easy, because the human is expected to take control when the computer gets confused. self-driving cars are not allowed in the uk. we haven't worked out what the safety requirements should be, or who has responsibility.",4.8,83.3,11.899999999999999,Positive
4300,"i am so epitomises everything awful about him, his self-serving, law-breaking evasion of responsibility &amp; accountability while driving wedges through society. he thrives on division, wants a fractured hateful society &amp; believes he is above the rules",15.6,84.39999999999999,0.0,Negative
4301,except for all of the times that you said that elon made a self-driving car that isn't self-driving but also is. you refuse to accept any possible responsibility that a company marketing around future tech irresponsibly could be held to.,6.3,86.0,7.7,Positive
4302,"aaron snoswell, henry fraser &amp; rhyle simcock asks whose responsibility is it when self-driving cars crash:",15.299999999999999,84.7,0.0,Negative
